idxE,idxQ,img_pathE,img_pathQ
0_304_E_,2_290_Q_,../new_data/cut_style:america/0_304_E_.jpg,../new_data/cut_style:korea/2_290_Q_.jpg
0_486_E_,1_499_Q_,../new_data/cut_style:america/0_486_E_.jpg,../new_data/cut_style:japan/1_499_Q_.jpg
0_639_E_,2_16_Q_,../new_data/cut_style:america/0_639_E_.jpg,../new_data/cut_style:korea/2_16_Q_.jpg
0_671_E_,1_169_Q_,../new_data/cut_style:america/0_671_E_.jpg,../new_data/cut_style:japan/1_169_Q_.jpg
0_180_E_,2_959_Q_,../new_data/cut_style:america/0_180_E_.jpg,../new_data/cut_style:korea/2_959_Q_.jpg
0_9_E_,1_115_Q_,../new_data/cut_style:america/0_9_E_.jpg,../new_data/cut_style:japan/1_115_Q_.jpg
0_609_E_,2_976_Q_,../new_data/cut_style:america/0_609_E_.jpg,../new_data/cut_style:korea/2_976_Q_.jpg
0_835_E_,1_253_Q_,../new_data/cut_style:america/0_835_E_.jpg,../new_data/cut_style:japan/1_253_Q_.jpg
0_942_E_,2_706_Q_,../new_data/cut_style:america/0_942_E_.jpg,../new_data/cut_style:korea/2_706_Q_.jpg
0_613_E_,1_260_Q_,../new_data/cut_style:america/0_613_E_.jpg,../new_data/cut_style:japan/1_260_Q_.jpg
0_1003_E_,2_495_Q_,../new_data/cut_style:america/0_1003_E_.jpg,../new_data/cut_style:korea/2_495_Q_.jpg
0_971_E_,1_48_Q_,../new_data/cut_style:america/0_971_E_.jpg,../new_data/cut_style:japan/1_48_Q_.jpg
0_199_E_,2_3_Q_,../new_data/cut_style:america/0_199_E_.jpg,../new_data/cut_style:korea/2_3_Q_.jpg
0_4_E_,1_2_Q_,../new_data/cut_style:america/0_4_E_.jpg,../new_data/cut_style:japan/1_2_Q_.jpg
0_855_E_,2_316_Q_,../new_data/cut_style:america/0_855_E_.jpg,../new_data/cut_style:korea/2_316_Q_.jpg
0_882_E_,1_398_Q_,../new_data/cut_style:america/0_882_E_.jpg,../new_data/cut_style:japan/1_398_Q_.jpg
0_407_E_,2_343_Q_,../new_data/cut_style:america/0_407_E_.jpg,../new_data/cut_style:korea/2_343_Q_.jpg
0_640_E_,1_443_Q_,../new_data/cut_style:america/0_640_E_.jpg,../new_data/cut_style:japan/1_443_Q_.jpg
0_437_E_,2_892_Q_,../new_data/cut_style:america/0_437_E_.jpg,../new_data/cut_style:korea/2_892_Q_.jpg
0_245_E_,1_467_Q_,../new_data/cut_style:america/0_245_E_.jpg,../new_data/cut_style:japan/1_467_Q_.jpg
0_451_E_,2_168_Q_,../new_data/cut_style:america/0_451_E_.jpg,../new_data/cut_style:korea/2_168_Q_.jpg
0_211_E_,1_856_Q_,../new_data/cut_style:america/0_211_E_.jpg,../new_data/cut_style:japan/1_856_Q_.jpg
0_508_E_,2_664_Q_,../new_data/cut_style:america/0_508_E_.jpg,../new_data/cut_style:korea/2_664_Q_.jpg
0_598_E_,1_778_Q_,../new_data/cut_style:america/0_598_E_.jpg,../new_data/cut_style:japan/1_778_Q_.jpg
0_952_E_,2_340_Q_,../new_data/cut_style:america/0_952_E_.jpg,../new_data/cut_style:korea/2_340_Q_.jpg
0_827_E_,1_722_Q_,../new_data/cut_style:america/0_827_E_.jpg,../new_data/cut_style:japan/1_722_Q_.jpg
0_963_E_,2_762_Q_,../new_data/cut_style:america/0_963_E_.jpg,../new_data/cut_style:korea/2_762_Q_.jpg
0_897_E_,1_967_Q_,../new_data/cut_style:america/0_897_E_.jpg,../new_data/cut_style:japan/1_967_Q_.jpg
0_482_E_,2_51_Q_,../new_data/cut_style:america/0_482_E_.jpg,../new_data/cut_style:korea/2_51_Q_.jpg
0_471_E_,1_13_Q_,../new_data/cut_style:america/0_471_E_.jpg,../new_data/cut_style:japan/1_13_Q_.jpg
0_39_E_,2_241_Q_,../new_data/cut_style:america/0_39_E_.jpg,../new_data/cut_style:korea/2_241_Q_.jpg
0_447_E_,1_252_Q_,../new_data/cut_style:america/0_447_E_.jpg,../new_data/cut_style:japan/1_252_Q_.jpg
0_585_E_,2_652_Q_,../new_data/cut_style:america/0_585_E_.jpg,../new_data/cut_style:korea/2_652_Q_.jpg
0_64_E_,1_259_Q_,../new_data/cut_style:america/0_64_E_.jpg,../new_data/cut_style:japan/1_259_Q_.jpg
0_616_E_,2_215_Q_,../new_data/cut_style:america/0_616_E_.jpg,../new_data/cut_style:korea/2_215_Q_.jpg
0_347_E_,1_309_Q_,../new_data/cut_style:america/0_347_E_.jpg,../new_data/cut_style:japan/1_309_Q_.jpg
0_184_E_,2_669_Q_,../new_data/cut_style:america/0_184_E_.jpg,../new_data/cut_style:korea/2_669_Q_.jpg
0_272_E_,1_775_Q_,../new_data/cut_style:america/0_272_E_.jpg,../new_data/cut_style:japan/1_775_Q_.jpg
0_440_E_,2_446_Q_,../new_data/cut_style:america/0_440_E_.jpg,../new_data/cut_style:korea/2_446_Q_.jpg
0_604_E_,1_539_Q_,../new_data/cut_style:america/0_604_E_.jpg,../new_data/cut_style:japan/1_539_Q_.jpg
0_94_E_,2_264_Q_,../new_data/cut_style:america/0_94_E_.jpg,../new_data/cut_style:korea/2_264_Q_.jpg
0_456_E_,1_631_Q_,../new_data/cut_style:america/0_456_E_.jpg,../new_data/cut_style:japan/1_631_Q_.jpg
0_718_E_,2_457_Q_,../new_data/cut_style:america/0_718_E_.jpg,../new_data/cut_style:korea/2_457_Q_.jpg
0_972_E_,1_62_Q_,../new_data/cut_style:america/0_972_E_.jpg,../new_data/cut_style:japan/1_62_Q_.jpg
0_178_E_,2_613_Q_,../new_data/cut_style:america/0_178_E_.jpg,../new_data/cut_style:korea/2_613_Q_.jpg
0_149_E_,1_848_Q_,../new_data/cut_style:america/0_149_E_.jpg,../new_data/cut_style:japan/1_848_Q_.jpg
0_523_E_,2_137_Q_,../new_data/cut_style:america/0_523_E_.jpg,../new_data/cut_style:korea/2_137_Q_.jpg
0_291_E_,1_587_Q_,../new_data/cut_style:america/0_291_E_.jpg,../new_data/cut_style:japan/1_587_Q_.jpg
0_776_E_,2_974_Q_,../new_data/cut_style:america/0_776_E_.jpg,../new_data/cut_style:korea/2_974_Q_.jpg
0_1000_E_,1_611_Q_,../new_data/cut_style:america/0_1000_E_.jpg,../new_data/cut_style:japan/1_611_Q_.jpg
0_459_E_,2_545_Q_,../new_data/cut_style:america/0_459_E_.jpg,../new_data/cut_style:korea/2_545_Q_.jpg
0_412_E_,1_392_Q_,../new_data/cut_style:america/0_412_E_.jpg,../new_data/cut_style:japan/1_392_Q_.jpg
0_59_E_,2_184_Q_,../new_data/cut_style:america/0_59_E_.jpg,../new_data/cut_style:korea/2_184_Q_.jpg
0_631_E_,1_582_Q_,../new_data/cut_style:america/0_631_E_.jpg,../new_data/cut_style:japan/1_582_Q_.jpg
0_1038_E_,2_764_Q_,../new_data/cut_style:america/0_1038_E_.jpg,../new_data/cut_style:korea/2_764_Q_.jpg
0_890_E_,1_542_Q_,../new_data/cut_style:america/0_890_E_.jpg,../new_data/cut_style:japan/1_542_Q_.jpg
0_67_E_,2_919_Q_,../new_data/cut_style:america/0_67_E_.jpg,../new_data/cut_style:korea/2_919_Q_.jpg
0_24_E_,1_95_Q_,../new_data/cut_style:america/0_24_E_.jpg,../new_data/cut_style:japan/1_95_Q_.jpg
0_396_E_,2_240_Q_,../new_data/cut_style:america/0_396_E_.jpg,../new_data/cut_style:korea/2_240_Q_.jpg
0_748_E_,1_739_Q_,../new_data/cut_style:america/0_748_E_.jpg,../new_data/cut_style:japan/1_739_Q_.jpg
0_607_E_,2_246_Q_,../new_data/cut_style:america/0_607_E_.jpg,../new_data/cut_style:korea/2_246_Q_.jpg
0_403_E_,1_345_Q_,../new_data/cut_style:america/0_403_E_.jpg,../new_data/cut_style:japan/1_345_Q_.jpg
0_818_E_,2_983_Q_,../new_data/cut_style:america/0_818_E_.jpg,../new_data/cut_style:korea/2_983_Q_.jpg
0_817_E_,1_439_Q_,../new_data/cut_style:america/0_817_E_.jpg,../new_data/cut_style:japan/1_439_Q_.jpg
0_806_E_,2_332_Q_,../new_data/cut_style:america/0_806_E_.jpg,../new_data/cut_style:korea/2_332_Q_.jpg
0_156_E_,1_156_Q_,../new_data/cut_style:america/0_156_E_.jpg,../new_data/cut_style:japan/1_156_Q_.jpg
0_874_E_,2_134_Q_,../new_data/cut_style:america/0_874_E_.jpg,../new_data/cut_style:korea/2_134_Q_.jpg
0_529_E_,1_594_Q_,../new_data/cut_style:america/0_529_E_.jpg,../new_data/cut_style:japan/1_594_Q_.jpg
0_367_E_,2_491_Q_,../new_data/cut_style:america/0_367_E_.jpg,../new_data/cut_style:korea/2_491_Q_.jpg
0_312_E_,1_162_Q_,../new_data/cut_style:america/0_312_E_.jpg,../new_data/cut_style:japan/1_162_Q_.jpg
0_452_E_,2_597_Q_,../new_data/cut_style:america/0_452_E_.jpg,../new_data/cut_style:korea/2_597_Q_.jpg
0_513_E_,1_193_Q_,../new_data/cut_style:america/0_513_E_.jpg,../new_data/cut_style:japan/1_193_Q_.jpg
0_726_E_,2_568_Q_,../new_data/cut_style:america/0_726_E_.jpg,../new_data/cut_style:korea/2_568_Q_.jpg
0_940_E_,1_157_Q_,../new_data/cut_style:america/0_940_E_.jpg,../new_data/cut_style:japan/1_157_Q_.jpg
0_917_E_,2_694_Q_,../new_data/cut_style:america/0_917_E_.jpg,../new_data/cut_style:korea/2_694_Q_.jpg
0_933_E_,1_404_Q_,../new_data/cut_style:america/0_933_E_.jpg,../new_data/cut_style:japan/1_404_Q_.jpg
0_243_E_,2_24_Q_,../new_data/cut_style:america/0_243_E_.jpg,../new_data/cut_style:korea/2_24_Q_.jpg
0_324_E_,1_613_Q_,../new_data/cut_style:america/0_324_E_.jpg,../new_data/cut_style:japan/1_613_Q_.jpg
0_799_E_,2_402_Q_,../new_data/cut_style:america/0_799_E_.jpg,../new_data/cut_style:korea/2_402_Q_.jpg
0_552_E_,1_68_Q_,../new_data/cut_style:america/0_552_E_.jpg,../new_data/cut_style:japan/1_68_Q_.jpg
0_719_E_,2_429_Q_,../new_data/cut_style:america/0_719_E_.jpg,../new_data/cut_style:korea/2_429_Q_.jpg
0_725_E_,1_484_Q_,../new_data/cut_style:america/0_725_E_.jpg,../new_data/cut_style:japan/1_484_Q_.jpg
0_418_E_,2_692_Q_,../new_data/cut_style:america/0_418_E_.jpg,../new_data/cut_style:korea/2_692_Q_.jpg
0_547_E_,1_254_Q_,../new_data/cut_style:america/0_547_E_.jpg,../new_data/cut_style:japan/1_254_Q_.jpg
0_573_E_,2_211_Q_,../new_data/cut_style:america/0_573_E_.jpg,../new_data/cut_style:korea/2_211_Q_.jpg
0_264_E_,1_502_Q_,../new_data/cut_style:america/0_264_E_.jpg,../new_data/cut_style:japan/1_502_Q_.jpg
0_970_E_,2_338_Q_,../new_data/cut_style:america/0_970_E_.jpg,../new_data/cut_style:korea/2_338_Q_.jpg
0_539_E_,1_283_Q_,../new_data/cut_style:america/0_539_E_.jpg,../new_data/cut_style:japan/1_283_Q_.jpg
0_50_E_,2_242_Q_,../new_data/cut_style:america/0_50_E_.jpg,../new_data/cut_style:korea/2_242_Q_.jpg
0_620_E_,1_356_Q_,../new_data/cut_style:america/0_620_E_.jpg,../new_data/cut_style:japan/1_356_Q_.jpg
0_167_E_,2_11_Q_,../new_data/cut_style:america/0_167_E_.jpg,../new_data/cut_style:korea/2_11_Q_.jpg
0_1002_E_,1_698_Q_,../new_data/cut_style:america/0_1002_E_.jpg,../new_data/cut_style:japan/1_698_Q_.jpg
0_233_E_,2_500_Q_,../new_data/cut_style:america/0_233_E_.jpg,../new_data/cut_style:korea/2_500_Q_.jpg
0_45_E_,1_217_Q_,../new_data/cut_style:america/0_45_E_.jpg,../new_data/cut_style:japan/1_217_Q_.jpg
0_1022_E_,2_486_Q_,../new_data/cut_style:america/0_1022_E_.jpg,../new_data/cut_style:korea/2_486_Q_.jpg
0_473_E_,1_109_Q_,../new_data/cut_style:america/0_473_E_.jpg,../new_data/cut_style:japan/1_109_Q_.jpg
0_116_E_,2_796_Q_,../new_data/cut_style:america/0_116_E_.jpg,../new_data/cut_style:korea/2_796_Q_.jpg
0_150_E_,1_57_Q_,../new_data/cut_style:america/0_150_E_.jpg,../new_data/cut_style:japan/1_57_Q_.jpg
0_378_E_,2_798_Q_,../new_data/cut_style:america/0_378_E_.jpg,../new_data/cut_style:korea/2_798_Q_.jpg
0_23_E_,1_390_Q_,../new_data/cut_style:america/0_23_E_.jpg,../new_data/cut_style:japan/1_390_Q_.jpg
0_998_E_,2_380_Q_,../new_data/cut_style:america/0_998_E_.jpg,../new_data/cut_style:korea/2_380_Q_.jpg
0_824_E_,1_27_Q_,../new_data/cut_style:america/0_824_E_.jpg,../new_data/cut_style:japan/1_27_Q_.jpg
0_511_E_,2_574_Q_,../new_data/cut_style:america/0_511_E_.jpg,../new_data/cut_style:korea/2_574_Q_.jpg
0_496_E_,1_107_Q_,../new_data/cut_style:america/0_496_E_.jpg,../new_data/cut_style:japan/1_107_Q_.jpg
0_962_E_,2_863_Q_,../new_data/cut_style:america/0_962_E_.jpg,../new_data/cut_style:korea/2_863_Q_.jpg
0_408_E_,1_963_Q_,../new_data/cut_style:america/0_408_E_.jpg,../new_data/cut_style:japan/1_963_Q_.jpg
0_637_E_,2_582_Q_,../new_data/cut_style:america/0_637_E_.jpg,../new_data/cut_style:korea/2_582_Q_.jpg
0_635_E_,1_362_Q_,../new_data/cut_style:america/0_635_E_.jpg,../new_data/cut_style:japan/1_362_Q_.jpg
0_571_E_,2_272_Q_,../new_data/cut_style:america/0_571_E_.jpg,../new_data/cut_style:korea/2_272_Q_.jpg
0_442_E_,1_639_Q_,../new_data/cut_style:america/0_442_E_.jpg,../new_data/cut_style:japan/1_639_Q_.jpg
0_540_E_,2_182_Q_,../new_data/cut_style:america/0_540_E_.jpg,../new_data/cut_style:korea/2_182_Q_.jpg
0_742_E_,1_783_Q_,../new_data/cut_style:america/0_742_E_.jpg,../new_data/cut_style:japan/1_783_Q_.jpg
0_695_E_,2_571_Q_,../new_data/cut_style:america/0_695_E_.jpg,../new_data/cut_style:korea/2_571_Q_.jpg
0_13_E_,1_901_Q_,../new_data/cut_style:america/0_13_E_.jpg,../new_data/cut_style:japan/1_901_Q_.jpg
0_915_E_,2_606_Q_,../new_data/cut_style:america/0_915_E_.jpg,../new_data/cut_style:korea/2_606_Q_.jpg
0_474_E_,1_292_Q_,../new_data/cut_style:america/0_474_E_.jpg,../new_data/cut_style:japan/1_292_Q_.jpg
0_352_E_,2_190_Q_,../new_data/cut_style:america/0_352_E_.jpg,../new_data/cut_style:korea/2_190_Q_.jpg
0_111_E_,1_468_Q_,../new_data/cut_style:america/0_111_E_.jpg,../new_data/cut_style:japan/1_468_Q_.jpg
0_638_E_,2_563_Q_,../new_data/cut_style:america/0_638_E_.jpg,../new_data/cut_style:korea/2_563_Q_.jpg
0_477_E_,1_766_Q_,../new_data/cut_style:america/0_477_E_.jpg,../new_data/cut_style:japan/1_766_Q_.jpg
0_743_E_,2_199_Q_,../new_data/cut_style:america/0_743_E_.jpg,../new_data/cut_style:korea/2_199_Q_.jpg
0_919_E_,1_54_Q_,../new_data/cut_style:america/0_919_E_.jpg,../new_data/cut_style:japan/1_54_Q_.jpg
0_203_E_,2_951_Q_,../new_data/cut_style:america/0_203_E_.jpg,../new_data/cut_style:korea/2_951_Q_.jpg
0_401_E_,1_125_Q_,../new_data/cut_style:america/0_401_E_.jpg,../new_data/cut_style:japan/1_125_Q_.jpg
0_300_E_,2_612_Q_,../new_data/cut_style:america/0_300_E_.jpg,../new_data/cut_style:korea/2_612_Q_.jpg
0_262_E_,1_323_Q_,../new_data/cut_style:america/0_262_E_.jpg,../new_data/cut_style:japan/1_323_Q_.jpg
0_3_E_,2_846_Q_,../new_data/cut_style:america/0_3_E_.jpg,../new_data/cut_style:korea/2_846_Q_.jpg
0_16_E_,1_896_Q_,../new_data/cut_style:america/0_16_E_.jpg,../new_data/cut_style:japan/1_896_Q_.jpg
0_294_E_,2_468_Q_,../new_data/cut_style:america/0_294_E_.jpg,../new_data/cut_style:korea/2_468_Q_.jpg
0_105_E_,1_564_Q_,../new_data/cut_style:america/0_105_E_.jpg,../new_data/cut_style:japan/1_564_Q_.jpg
0_123_E_,2_767_Q_,../new_data/cut_style:america/0_123_E_.jpg,../new_data/cut_style:korea/2_767_Q_.jpg
0_405_E_,1_50_Q_,../new_data/cut_style:america/0_405_E_.jpg,../new_data/cut_style:japan/1_50_Q_.jpg
0_1039_E_,2_101_Q_,../new_data/cut_style:america/0_1039_E_.jpg,../new_data/cut_style:korea/2_101_Q_.jpg
0_68_E_,1_87_Q_,../new_data/cut_style:america/0_68_E_.jpg,../new_data/cut_style:japan/1_87_Q_.jpg
0_802_E_,2_65_Q_,../new_data/cut_style:america/0_802_E_.jpg,../new_data/cut_style:korea/2_65_Q_.jpg
0_666_E_,1_927_Q_,../new_data/cut_style:america/0_666_E_.jpg,../new_data/cut_style:japan/1_927_Q_.jpg
0_760_E_,2_130_Q_,../new_data/cut_style:america/0_760_E_.jpg,../new_data/cut_style:korea/2_130_Q_.jpg
0_127_E_,1_654_Q_,../new_data/cut_style:america/0_127_E_.jpg,../new_data/cut_style:japan/1_654_Q_.jpg
0_819_E_,2_672_Q_,../new_data/cut_style:america/0_819_E_.jpg,../new_data/cut_style:korea/2_672_Q_.jpg
0_771_E_,1_35_Q_,../new_data/cut_style:america/0_771_E_.jpg,../new_data/cut_style:japan/1_35_Q_.jpg
0_764_E_,2_632_Q_,../new_data/cut_style:america/0_764_E_.jpg,../new_data/cut_style:korea/2_632_Q_.jpg
0_1053_E_,1_437_Q_,../new_data/cut_style:america/0_1053_E_.jpg,../new_data/cut_style:japan/1_437_Q_.jpg
0_740_E_,2_479_Q_,../new_data/cut_style:america/0_740_E_.jpg,../new_data/cut_style:korea/2_479_Q_.jpg
0_283_E_,1_640_Q_,../new_data/cut_style:america/0_283_E_.jpg,../new_data/cut_style:japan/1_640_Q_.jpg
0_125_E_,2_698_Q_,../new_data/cut_style:america/0_125_E_.jpg,../new_data/cut_style:korea/2_698_Q_.jpg
0_867_E_,1_299_Q_,../new_data/cut_style:america/0_867_E_.jpg,../new_data/cut_style:japan/1_299_Q_.jpg
0_767_E_,2_223_Q_,../new_data/cut_style:america/0_767_E_.jpg,../new_data/cut_style:korea/2_223_Q_.jpg
0_645_E_,1_652_Q_,../new_data/cut_style:america/0_645_E_.jpg,../new_data/cut_style:japan/1_652_Q_.jpg
0_660_E_,2_620_Q_,../new_data/cut_style:america/0_660_E_.jpg,../new_data/cut_style:korea/2_620_Q_.jpg
0_293_E_,1_854_Q_,../new_data/cut_style:america/0_293_E_.jpg,../new_data/cut_style:japan/1_854_Q_.jpg
0_584_E_,2_570_Q_,../new_data/cut_style:america/0_584_E_.jpg,../new_data/cut_style:korea/2_570_Q_.jpg
0_232_E_,1_204_Q_,../new_data/cut_style:america/0_232_E_.jpg,../new_data/cut_style:japan/1_204_Q_.jpg
0_75_E_,2_618_Q_,../new_data/cut_style:america/0_75_E_.jpg,../new_data/cut_style:korea/2_618_Q_.jpg
0_487_E_,1_8_Q_,../new_data/cut_style:america/0_487_E_.jpg,../new_data/cut_style:japan/1_8_Q_.jpg
0_783_E_,2_501_Q_,../new_data/cut_style:america/0_783_E_.jpg,../new_data/cut_style:korea/2_501_Q_.jpg
0_514_E_,1_297_Q_,../new_data/cut_style:america/0_514_E_.jpg,../new_data/cut_style:japan/1_297_Q_.jpg
0_646_E_,2_33_Q_,../new_data/cut_style:america/0_646_E_.jpg,../new_data/cut_style:korea/2_33_Q_.jpg
0_404_E_,1_576_Q_,../new_data/cut_style:america/0_404_E_.jpg,../new_data/cut_style:japan/1_576_Q_.jpg
0_816_E_,2_584_Q_,../new_data/cut_style:america/0_816_E_.jpg,../new_data/cut_style:korea/2_584_Q_.jpg
0_777_E_,1_319_Q_,../new_data/cut_style:america/0_777_E_.jpg,../new_data/cut_style:japan/1_319_Q_.jpg
0_505_E_,2_770_Q_,../new_data/cut_style:america/0_505_E_.jpg,../new_data/cut_style:korea/2_770_Q_.jpg
0_56_E_,1_338_Q_,../new_data/cut_style:america/0_56_E_.jpg,../new_data/cut_style:japan/1_338_Q_.jpg
0_1057_E_,2_443_Q_,../new_data/cut_style:america/0_1057_E_.jpg,../new_data/cut_style:korea/2_443_Q_.jpg
0_458_E_,1_691_Q_,../new_data/cut_style:america/0_458_E_.jpg,../new_data/cut_style:japan/1_691_Q_.jpg
0_916_E_,2_498_Q_,../new_data/cut_style:america/0_916_E_.jpg,../new_data/cut_style:korea/2_498_Q_.jpg
0_968_E_,1_16_Q_,../new_data/cut_style:america/0_968_E_.jpg,../new_data/cut_style:japan/1_16_Q_.jpg
0_1056_E_,2_648_Q_,../new_data/cut_style:america/0_1056_E_.jpg,../new_data/cut_style:korea/2_648_Q_.jpg
0_938_E_,1_257_Q_,../new_data/cut_style:america/0_938_E_.jpg,../new_data/cut_style:japan/1_257_Q_.jpg
0_977_E_,2_289_Q_,../new_data/cut_style:america/0_977_E_.jpg,../new_data/cut_style:korea/2_289_Q_.jpg
0_927_E_,1_459_Q_,../new_data/cut_style:america/0_927_E_.jpg,../new_data/cut_style:japan/1_459_Q_.jpg
0_775_E_,2_280_Q_,../new_data/cut_style:america/0_775_E_.jpg,../new_data/cut_style:korea/2_280_Q_.jpg
0_335_E_,1_935_Q_,../new_data/cut_style:america/0_335_E_.jpg,../new_data/cut_style:japan/1_935_Q_.jpg
0_809_E_,2_972_Q_,../new_data/cut_style:america/0_809_E_.jpg,../new_data/cut_style:korea/2_972_Q_.jpg
0_813_E_,1_919_Q_,../new_data/cut_style:america/0_813_E_.jpg,../new_data/cut_style:japan/1_919_Q_.jpg
0_341_E_,2_116_Q_,../new_data/cut_style:america/0_341_E_.jpg,../new_data/cut_style:korea/2_116_Q_.jpg
0_390_E_,1_377_Q_,../new_data/cut_style:america/0_390_E_.jpg,../new_data/cut_style:japan/1_377_Q_.jpg
0_63_E_,2_800_Q_,../new_data/cut_style:america/0_63_E_.jpg,../new_data/cut_style:korea/2_800_Q_.jpg
0_99_E_,1_523_Q_,../new_data/cut_style:america/0_99_E_.jpg,../new_data/cut_style:japan/1_523_Q_.jpg
0_685_E_,2_665_Q_,../new_data/cut_style:america/0_685_E_.jpg,../new_data/cut_style:korea/2_665_Q_.jpg
0_136_E_,1_71_Q_,../new_data/cut_style:america/0_136_E_.jpg,../new_data/cut_style:japan/1_71_Q_.jpg
0_705_E_,2_678_Q_,../new_data/cut_style:america/0_705_E_.jpg,../new_data/cut_style:korea/2_678_Q_.jpg
0_115_E_,1_111_Q_,../new_data/cut_style:america/0_115_E_.jpg,../new_data/cut_style:japan/1_111_Q_.jpg
0_358_E_,2_544_Q_,../new_data/cut_style:america/0_358_E_.jpg,../new_data/cut_style:korea/2_544_Q_.jpg
0_86_E_,1_680_Q_,../new_data/cut_style:america/0_86_E_.jpg,../new_data/cut_style:japan/1_680_Q_.jpg
0_766_E_,2_407_Q_,../new_data/cut_style:america/0_766_E_.jpg,../new_data/cut_style:korea/2_407_Q_.jpg
0_142_E_,1_471_Q_,../new_data/cut_style:america/0_142_E_.jpg,../new_data/cut_style:japan/1_471_Q_.jpg
0_894_E_,2_439_Q_,../new_data/cut_style:america/0_894_E_.jpg,../new_data/cut_style:korea/2_439_Q_.jpg
0_65_E_,1_359_Q_,../new_data/cut_style:america/0_65_E_.jpg,../new_data/cut_style:japan/1_359_Q_.jpg
0_753_E_,2_870_Q_,../new_data/cut_style:america/0_753_E_.jpg,../new_data/cut_style:korea/2_870_Q_.jpg
0_838_E_,1_893_Q_,../new_data/cut_style:america/0_838_E_.jpg,../new_data/cut_style:japan/1_893_Q_.jpg
0_973_E_,2_649_Q_,../new_data/cut_style:america/0_973_E_.jpg,../new_data/cut_style:korea/2_649_Q_.jpg
0_176_E_,1_991_Q_,../new_data/cut_style:america/0_176_E_.jpg,../new_data/cut_style:japan/1_991_Q_.jpg
0_344_E_,2_921_Q_,../new_data/cut_style:america/0_344_E_.jpg,../new_data/cut_style:korea/2_921_Q_.jpg
0_699_E_,1_30_Q_,../new_data/cut_style:america/0_699_E_.jpg,../new_data/cut_style:japan/1_30_Q_.jpg
0_925_E_,2_164_Q_,../new_data/cut_style:america/0_925_E_.jpg,../new_data/cut_style:korea/2_164_Q_.jpg
0_231_E_,1_47_Q_,../new_data/cut_style:america/0_231_E_.jpg,../new_data/cut_style:japan/1_47_Q_.jpg
